name,model,serial,ip,software,module_ip,module_num,firmware,hw,last_seen
HOGAN-2-ESW-4,WS-C3750X-24P,FDO1522K12G,10.100.6.20,15.0(2)SE8,0.0.0.0,0,,V02,4/27/20 1:00
TECH-LG83-ESW-3,3850-STACK,FOC2238U0U0,10.100.6.19,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-LG83-ESW-3,WS-C3850-48P-L,FOC2220U08N,10.100.6.19,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
TECH-LG83-ESW-3,WS-C3850-48P-L,FCW1901C07G,10.100.6.19,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
TECH-LG83-ESW-3,WS-C3850-48P-L,FOC1901U04P,10.100.6.19,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
TECH-LG83-ESW-3,WS-C3850-48P-L,FOC1843U1N4,10.100.6.19,DENALI 16.3.9,0.0.0.0,4,,V04,4/27/20 1:00
TECH-LG83-ESW-3,WS-C3850-48P-L,FOC1901X02X,10.100.6.19,DENALI 16.3.9,0.0.0.0,5,,V04,4/27/20 1:00
TECH-LG83-ESW-3,WS-C3850-48P-L,FCW1901C07F,10.100.6.19,DENALI 16.3.9,0.0.0.0,6,,V04,4/27/20 1:00
TECH-M117-ESW-1,3750-STACK,FDO1652R1MQ,10.100.6.18,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
TECH-M117-ESW-1,WS-C3750X-48P,FDO1522K1RU,10.100.6.18,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
TECH-M117-ESW-1,WS-C3750X-48P,FDO1522V1S0,10.100.6.18,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
TECH-M117-ESW-1,WS-C3750X-48P,FDO1652R1MQ,10.100.6.18,15.0(2)SE8,0.0.0.0,3,,V04,4/27/20 1:00
TECH-M117-ESW-1,WS-C3750X-48P,FDO1701W0JZ,10.100.6.18,15.0(2)SE8,0.0.0.0,4,,V04,4/27/20 1:00
WIEB-M239A-ESW-3,3750-STACK,FDO1527K1S1,165.124.132.48,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1537K0KH,165.124.132.48,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1537K10Y,165.124.132.48,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-24P,FDO1536K1FA,165.124.132.48,15.0(2)SE8,0.0.0.0,3,,V02,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1629R4RC,165.124.132.48,15.0(2)SE8,0.0.0.0,4,,V03,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1527K1S9,165.124.132.48,15.0(2)SE8,0.0.0.0,5,,V02,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1537K12B,165.124.132.48,15.0(2)SE8,0.0.0.0,6,,V02,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1527K1S1,165.124.132.48,15.0(2)SE8,0.0.0.0,7,,V02,4/27/20 1:00
WIEB-M239A-ESW-3,WS-C3750X-48P,FDO1528P1JQ,165.124.132.48,15.0(2)SE8,0.0.0.0,8,,V02,4/27/20 1:00
WIEB-205-ESW-1,WS-C3850-48P-L,FCW2219D15F,10.100.22.87,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
LEVY-210-ESW-3,3850-STACK,FOC1903X04S,165.124.134.14,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
LEVY-210-ESW-3,WS-C3850-48P-L,FOC1739U0XV,165.124.134.14,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
LEVY-210-ESW-3,WS-C3850-48P-L,FOC1739U0XR,165.124.134.14,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
LEVY-210-ESW-3,WS-C3850-48P-L,FOC1739X10G,165.124.134.14,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
LEVY-210-ESW-3,WS-C3850-48P-L,FCW1903C0JE,165.124.134.14,DENALI 16.3.9,0.0.0.0,4,,V05,4/27/20 1:00
LEVY-210-ESW-3,WS-C3850-48P-L,FOC1903X04S,165.124.134.14,DENALI 16.3.9,0.0.0.0,5,,V05,4/27/20 1:00
LURIE-3-ESW-1,3850-STACK,FOC1739V3C3,165.124.134.15,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
LURIE-3-ESW-1,WS-C3850-48P-L,FJB2332H0RH,165.124.134.15,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
LURIE-3-ESW-1,WS-C3850-48P-L,FOC1730V1P0,165.124.134.15,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
LURIE-3-ESW-1,WS-C3850-48P-L,FOC1739V3C3,165.124.134.15,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
LURIE-3-ESW-1,WS-C3850-48P-L,FOC1739X10M,165.124.134.15,DENALI 16.3.9,0.0.0.0,4,,V02,4/27/20 1:00
LURIE-5-ESW-1,3850-STACK,FOC1739X0X5,165.124.134.11,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
LURIE-5-ESW-1,WS-C3850-48P-L,FOC1739X0WJ,165.124.134.11,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
LURIE-5-ESW-1,WS-C3850-48P-L,FOC1739X10Y,165.124.134.11,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
LURIE-5-ESW-1,WS-C3850-48P-L,FOC1739U0YF,165.124.134.11,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
LURIE-5-ESW-1,WS-C3850-48P-L,FOC1739X0X5,165.124.134.11,DENALI 16.3.9,0.0.0.0,4,,V02,4/27/20 1:00
TECH-H214-ESW-1,3850-STACK,FOC1828X0TL,10.100.6.35,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-H214-ESW-1,WS-C3850-48P-L,FOC1828U0ST,10.100.6.35,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TECH-H214-ESW-1,WS-C3850-48P-L,FOC1828X0TL,10.100.6.35,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TECH-H214-ESW-1,WS-C3850-48P-L,FOC1834X08P,10.100.6.35,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
TECH-EG28-ESW-1,3850-STACK,FCW1828C0SV,10.100.6.22,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FCW2225D0P8,10.100.6.22,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FCW1833C11E,10.100.6.22,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FOC1838X15A,10.100.6.22,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FCW1838C188,10.100.6.22,DENALI 16.3.9,0.0.0.0,4,,V04,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FCW1828C0SV,10.100.6.22,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FOC1838X15G,10.100.6.22,DENALI 16.3.9,0.0.0.0,6,,V04,4/27/20 1:00
TECH-EG28-ESW-1,WS-C3850-48P-L,FOC1838U151,10.100.6.22,DENALI 16.3.9,0.0.0.0,7,,V04,4/27/20 1:00
HOGAN-2142-ESW-1,3750-STACK,FDO1537R0B7,10.100.6.21,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
HOGAN-2142-ESW-1,WS-C3750X-48P,FDO1629R4PK,10.100.6.21,15.0(2)SE8,0.0.0.0,1,,V03,4/27/20 1:00
HOGAN-2142-ESW-1,WS-C3750X-48P,FDO1525V0F4,10.100.6.21,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
HOGAN-2142-ESW-1,WS-C3750X-48P,FDO1527P13X,10.100.6.21,15.0(2)SE8,0.0.0.0,3,,V02,4/27/20 1:00
HOGAN-2142-ESW-1,WS-C3750X-48P,FDO1527K1NZ,10.100.6.21,15.0(2)SE8,0.0.0.0,4,,V02,4/27/20 1:00
HOGAN-2142-ESW-1,WS-C3750X-48P,FDO1718P19T,10.100.6.21,15.0(2)SE8,0.0.0.0,5,,V04,4/27/20 1:00
HOGAN-2142-ESW-1,WS-C3750X-48P,FDO1537R0B7,10.100.6.21,15.0(2)SE8,0.0.0.0,6,,V02,4/27/20 1:00
TECH-A129-ESW-1,3750-STACK,FDO1525P1F9,10.100.6.43,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1528K0EG,10.100.6.43,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1527P1ZX,10.100.6.43,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1528P0GH,10.100.6.43,15.0(2)SE8,0.0.0.0,3,,V02,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1525P1F9,10.100.6.43,15.0(2)SE8,0.0.0.0,4,,V02,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1528R0HB,10.100.6.43,15.0(2)SE8,0.0.0.0,5,,V02,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1717R1G4,10.100.6.43,15.0(2)SE8,0.0.0.0,6,,V04,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1716P1M1,10.100.6.43,15.0(2)SE8,0.0.0.0,7,,V04,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1537K11X,10.100.6.43,15.0(2)SE8,0.0.0.0,8,,V02,4/27/20 1:00
TECH-A129-ESW-1,WS-C3750X-48P,FDO1537P0CZ,10.100.6.43,15.0(2)SE8,0.0.0.0,9,,V02,4/27/20 1:00
PANCOE-2-ESW-1,3850-STACK,FCW1901C187,10.100.6.42,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
PANCOE-2-ESW-1,WS-C3850-48P-L,FCW1901C187,10.100.6.42,DENALI 16.3.9,0.0.0.0,1,,V04,4/27/20 1:00
PANCOE-2-ESW-1,WS-C3850-48P-L,FOC1901U19J,10.100.6.42,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
PANCOE-2-ESW-1,WS-C3850-48P-L,FOC1901U0SY,10.100.6.42,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
PANCOE-2-ESW-1,WS-C3850-48P-L,FOC1833U12C,10.100.6.42,DENALI 16.3.9,0.0.0.0,4,,V04,4/27/20 1:00
PANCOE-2-ESW-1,WS-C3850-48P-L,FOC1848X1HB,10.100.6.42,DENALI 16.3.9,0.0.0.0,5,,V04,4/27/20 1:00
PANCOE-2-ESW-1,WS-C3850-48P-L,FCW1834C0B4,10.100.6.42,DENALI 16.3.9,0.0.0.0,6,,V04,4/27/20 1:00
PANCOE-1-ESW-1,3750-STACK,FDO1527P1ZW,10.100.6.41,,0.0.0.0,0,,,4/27/20 1:00
MCGAW-M-408-ESW-1,3750-STACK,FDO1522V1RZ,165.124.134.48,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1522P22E,165.124.134.48,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1522V1RZ,165.124.134.48,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1523V0X3,165.124.134.48,15.0(2)SE8,0.0.0.0,3,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1523Z027,165.124.134.48,15.0(2)SE8,0.0.0.0,4,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1523V03B,165.124.134.48,15.0(2)SE8,0.0.0.0,5,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1522K1PL,165.124.134.48,15.0(2)SE8,0.0.0.0,6,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1522P20S,165.124.134.48,15.0(2)SE8,0.0.0.0,7,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1522V1G5,165.124.134.48,15.0(2)SE8,0.0.0.0,8,,V02,4/27/20 1:00
MCGAW-M-408-ESW-1,WS-C3750X-48P,FDO1642R1SH,165.124.134.48,15.0(2)SE8,0.0.0.0,9,,V04,4/27/20 1:00
LURIE-7-ESW-1,3850-STACK,FOC1739X0ZT,165.124.134.8,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
LURIE-7-ESW-1,WS-C3850-48P-L,FOC1739X0ZT,165.124.134.8,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
LURIE-7-ESW-1,WS-C3850-48P-L,FCW2241D0D1,165.124.134.8,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
LURIE-7-ESW-1,WS-C3850-48P-L,FOC1739X11K,165.124.134.8,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
LURIE-7-ESW-1,WS-C3850-48P-L,FOC1740X00B,165.124.134.8,DENALI 16.3.9,0.0.0.0,4,,V02,4/27/20 1:00
LURIE-7-ESW-1,WS-C3850-48P-L,FOC1740X00P,165.124.134.8,DENALI 16.3.9,0.0.0.0,5,,V02,4/27/20 1:00
LEVY-124-ESW-2,3850-STACK,FCW2143C0R5,165.124.134.10,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
LEVY-124-ESW-2,WS-C3850-48P-L,FOC1739X11D,165.124.134.10,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
LEVY-124-ESW-2,WS-C3850-48P-L,FCW2143C0R5,165.124.134.10,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
TECH-F257-ESW-6,3750-STACK,FDO1650P1AU,10.100.6.31,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
TECH-F257-ESW-6,WS-C3750X-48P,FDO1528K0DZ,10.100.6.31,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
TECH-F257-ESW-6,WS-C3750X-48P,FDO1527P20Y,10.100.6.31,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
TECH-F257-ESW-6,WS-C3750X-48P,FDO1528K0E9,10.100.6.31,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
TECH-F257-ESW-6,WS-C3750X-48P,FDO1650P1AU,10.100.6.31,15.2(4)E6,0.0.0.0,4,,V04,4/27/20 1:00
TECH-F257-ESW-6,WS-C3750X-48P,FDO1650P1AL,10.100.6.31,15.2(4)E6,0.0.0.0,5,,V04,4/27/20 1:00
TECH-KB65-ESW-1,3750-STACK,0X0F,10.100.6.28,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
TECH-KB65-ESW-1,WS-C3750X-48P,FDO1525P1E4,10.100.6.28,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
TECH-KB65-ESW-1,WS-C3750X-48P,FDO1648P0ZM,10.100.6.28,15.0(2)SE8,0.0.0.0,2,,V04,4/27/20 1:00
TECH-FG47-ESW-1,3850-STACK,FOC1838U14X,10.100.6.23,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1820U18E,10.100.6.23,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1838U14X,10.100.6.23,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1820X15S,10.100.6.23,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1838U14C,10.100.6.23,DENALI 16.3.9,0.0.0.0,4,,V04,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1820U18G,10.100.6.23,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1820X19Y,10.100.6.23,DENALI 16.3.9,0.0.0.0,6,,V03,4/27/20 1:00
TECH-FG47-ESW-1,WS-C3850-48P-L,FOC1820X178,10.100.6.23,DENALI 16.3.9,0.0.0.0,7,,V03,4/27/20 1:00
KRESGEUG-RTR-2,N7K-C7009,JAF1549DBPQ,199.249.169.170,,0.0.0.0,0,,V01,4/27/20 1:00
KRESGEUG-RTR-2,N7K-SUP2E,JAE19150EWK,199.249.169.170,6.2(20A),0.0.0.0,1,6.2(20A),V03,4/27/20 1:00
KRESGEUG-RTR-2,N7K-SUP2E,JAE19160522,199.249.169.170,6.2(20A),0.0.0.0,2,6.2(20A),V03,4/27/20 1:00
KRESGEUG-RTR-2,N7K-F248XP-25E,JAF1823AMBC,199.249.169.170,6.2(20A),0.0.0.0,3,6.2(20A),V01,4/27/20 1:00
KRESGEUG-RTR-2,N7K-F248XP-25E,JAF1738AMSG,199.249.169.170,6.2(20A),0.0.0.0,4,6.2(20A),V01,4/27/20 1:00
KRESGEUG-RTR-2,N7K-M108X2-12L,JAF1550ARQD,199.249.169.170,6.2(20A),0.0.0.0,5,6.2(20A),V04,4/27/20 1:00
KRESGEUG-RTR-2,N7K-M108X2-12L,JAF1550BGLH,199.249.169.170,6.2(20A),0.0.0.0,6,6.2(20A),V04,4/27/20 1:00
KRESGEUG-RTR-2,N7K-M148GS-11L,JAF1530AADN,199.249.169.170,6.2(20A),0.0.0.0,7,6.2(20A),V03,4/27/20 1:00
KRESGEUG-RTR-3,N7K-C7009,JAF1549DBLP,199.249.169.171,,0.0.0.0,0,,V01,4/27/20 1:00
KRESGEUG-RTR-3,N7K-SUP2E,JAE1916053X,199.249.169.171,6.2(20A),0.0.0.0,1,6.2(20A),V03,4/27/20 1:00
KRESGEUG-RTR-3,N7K-SUP2E,JAE1915032D,199.249.169.171,6.2(20A),0.0.0.0,2,6.2(20A),V03,4/27/20 1:00
2211CAMPUS-6106-ESW-1,WS-C3850-48P-L,FCW2038C1AP,10.100.14.85,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FCW2038D1CL,10.100.14.80,DENALI 16.3.9,0.0.0.0,7,,V07,4/27/20 1:00
2211CAMPUS-6306-ESW-1,WS-C3850-48P-L,FOC2044X0WY,10.100.14.82,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FOC2039U00G,10.100.14.80,DENALI 16.3.9,0.0.0.0,6,,V07,4/27/20 1:00
560LCLN-B36-ESW-1,WS-C3850-48P-L,FCW2119C1CL,10.100.14.94,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FCW2038F2B2,10.100.14.80,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FOC2039X00K,10.100.14.80,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FCW2038F1JS,10.100.14.80,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FCW2038C1L7,10.100.14.80,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
2211CAMPUS-L416-ESW-2,WS-C3850-48P-L,FOC2033U2E4,10.100.14.80,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
ABBT-242-020815-ESW-1,WS-C3850-24P-L,FOC1923X0AK,10.100.24.35,03.07.03E,0.0.0.0,0,,V06,4/27/20 1:00
555CLRK-1-ESW-1,WS-C3850-48P-L,FCW2050D08Y,10.100.4.62,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
333SUP-07096-07A-ESW-1,WS-C3850-48P-L,FOC2225L031,10.100.22.95,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
676STCLR-5-ESW-2,WS-C3850-12S-S,FCW2042C1U8,10.100.24.40,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
2211CAMPUS-6306-ESW-2,WS-C3850-48P-L,FCW2044C0G3,10.100.14.86,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
625MICH-15-ESW-1,WS-C3850-48P-L,FCW2001D15F,10.100.24.61,DENALI 16.3.9,0.0.0.0,5,,V06,4/27/20 1:00
625MICH-15-ESW-1,WS-C3850-48P-L,FOC2001U1AU,10.100.24.61,DENALI 16.3.9,0.0.0.0,6,,V06,4/27/20 1:00
555CLRK-1-ESW-1,WS-C3850-48P-L,FOC2050X04V,10.100.4.62,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
1800SHERMAN-8802-08A-ESW-1,WS-C3850-48P-L,FOC2220U08F,10.100.10.111,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
LURIE-RTR-1,WS-X6724-SFP,SAL08486ASM,199.249.169.166,15.1(2)SY12,0.0.0.0,4,12.2(14R)S5,2.1,4/27/20 1:00
555CLRK-1-ESW-1,WS-C3850-48P-L,FCW2022D14E,10.100.4.62,DENALI 16.3.9,0.0.0.0,1,,V06,4/27/20 1:00
555CLRK-1-ESW-1,3850-STACK,FCW2022D14E,10.100.4.62,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
1800SHERMAN-8802-08A-ESW-1,WS-C3850-12X48U-L,FCW2146D08V,10.100.10.111,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
MCGAW-1232A-01B-ESW-1,3850-STACK,FCW2142F1GF,10.100.22.12,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
MCGAW-1232A-01B-ESW-1,WS-C3850-48P-L,FCW2232F0GF,10.100.22.12,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
333SUP-05096-05A-ESW-1,WS-C3850-48P-L,FOC2225L1CA,10.100.22.94,DENALI 16.3.9,0.0.0.0,6,,V07,4/27/20 1:00
333SUP-08096-08A-ESW-1,WS-C3850-48P-L,FOC2225L1D8,10.100.22.96,DENALI 16.3.9,0.0.0.0,7,,V07,4/27/20 1:00
333SUP-11096-11A-ESW-1,WS-C3850-48P-L,FOC2225L1A8,10.100.22.98,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
333SUP-08096-08A-ESW-1,WS-C3850-48P-L,FOC2225L1CJ,10.100.22.96,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
2211CAMPUS-6280-ESW-1,WS-C3850-48P-L,FOC2035U0LK,10.100.14.83,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
MCGAW-M-408-ESW-2,WS-C3850-48P-L,FCW2039D00L,10.100.22.58,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
2211CAMPUS-6280-ESW-1,3850-STACK,FOC2033U2EB,10.100.14.83,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
2211CAMPUS-6106-ESW-1,3850-STACK,FCW2035C0F4,10.100.14.85,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
MCGAW-B-SL1RM-ESW-1,WS-C3850-48P-L,FOC2038U1QL,10.100.22.57,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
333SUP-05096-05A-ESW-1,WS-C3850-12X48U-L,FOC2145U0MK,10.100.22.94,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
MCGAW-B-SL1RM-ESW-1,WS-C3850-48P-L,FCW2038C1AZ,10.100.22.57,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
MCGAW-B-SL1RM-ESW-1,WS-C3850-48P-L,FCW2038C1VU,10.100.22.57,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
MCGAW-B-SL1RM-ESW-1,WS-C3850-48P-L,FCW2038D1CF,10.100.22.57,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
MCGAW-B-SL1RM-ESW-1,WS-C3850-48P-L,FCW2039C00K,10.100.22.57,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
MCGAW-B-SL1RM-ESW-1,3850-STACK,FCW2038C1AZ,10.100.22.57,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
2211CAMPUS-6306-ESW-1,WS-C3850-48P-L,FOC2044X0XL,10.100.14.82,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
EVDC-RTR-2,N7K-F248XP-25E,JAF1705BLAD,199.249.169.180,6.2(20A),0.0.0.0,14,6.2(20A),V01,4/27/20 1:00
625MICH-11-ESW-1,WS-C3850-48P-L,FOC2219U1A1,10.100.24.59,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
WARD-3-ESW-1,WS-C3850-48P-L,FCW1931C1NH,10.100.22.50,DENALI 16.3.9,0.0.0.0,5,,V05,4/27/20 1:00
WARD-3-ESW-1,WS-C3850-48P-L,FCW1938D1EF,10.100.22.50,DENALI 16.3.9,0.0.0.0,6,,V06,4/27/20 1:00
WARD-7-ESW-1,3850-STACK,FCW1931D1JF,10.100.22.51,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
WARD-7-ESW-1,WS-C3850-48P-L,FCW1939D0V8,10.100.22.51,DENALI 16.3.9,0.0.0.0,1,,V06,4/27/20 1:00
WARD-7-ESW-1,WS-C3850-48P-L,FCW1931D1JF,10.100.22.51,DENALI 16.3.9,0.0.0.0,2,,V05,4/27/20 1:00
WARD-7-ESW-1,WS-C3850-48P-L,FOC1931X0EB,10.100.22.51,DENALI 16.3.9,0.0.0.0,3,,V05,4/27/20 1:00
WARD-7-ESW-1,WS-C3850-48P-L,FCW1939C0UN,10.100.22.51,DENALI 16.3.9,0.0.0.0,4,,V06,4/27/20 1:00
WARD-7-ESW-1,WS-C3850-48P-L,FCW1931D1CP,10.100.22.51,DENALI 16.3.9,0.0.0.0,5,,V05,4/27/20 1:00
EVDC-RTR-2,N7K-F248XP-25E,JAF1706ADPQ,199.249.169.180,6.2(20A),0.0.0.0,13,6.2(20A),V01,4/27/20 1:00
EVDC-RTR-2,N7K-F248XP-25E,JAF1706ADPE,199.249.169.180,6.2(20A),0.0.0.0,12,6.2(20A),V01,4/27/20 1:00
EVDC-RTR-2,N7K-F248XP-25E,JAF1650AJDH,199.249.169.180,6.2(20A),0.0.0.0,11,6.2(20A),V01,4/27/20 1:00
333SUP-04096-04A-ESW-1,WS-C3850-48P-L,FOC2219U1CL,10.100.22.93,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
2211CAMPUS-6280-ESW-2,WS-C3850-48P-L,FCW2033D1VK,10.100.14.89,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
