Name,Manufacturer,Model,Serial_Number,Campus,Building,Room_Number,Cooling_Device,Power_Device,Department,Last_Edit_Date/Time,Original_Purchase_Order,Service_Contract_End_Date,Service_Contract_Number,Service_Contract_Purchase_Order_Number,Service_Contract_Start_Date,Service_Contract_Term
E-2020 PDR-W43,Eaton/Powerware,253045-001,EC151RXX23,Evanston,2020 RIDGE AV,172,,PDR,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127363,PUR0794280,11/8/14,11 Months 23 Days
E-2020 PDR-W48,Eaton/Powerware,253045-001,EC151RXX25,Evanston,2020 RIDGE AV,172,,PDR,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127363,PUR0794280,11/8/14,11 Months 23 Days
E-2020 PDR-W62,Eaton/Powerware,253045-001,EC082RXX01,Evanston,2020 RIDGE AV,172,,PDR,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127363,PUR0794280,3/3/15,7 Months 29 Days
E-2020 PDU-DC-1,Eaton/Powerware,297239-001,EC495RXX05,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127349,PUR0794243,4/7/15,6 Months 24 Days
E-2020 PDU-DC-2,Eaton/Powerware,297239-001,EC495RXX06,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127349,PUR0794243,4/7/15,6 Months 24 Days
E-2020 PDU-DC-5,Eaton/Powerware,297239-001,EB526RXX01,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,3/23/17 14:06,,10/31/15,127349,PUR0794243,3/3/15,7 Months 29 Days
E-2020 PDU-DC-6,Eaton/Powerware,297239-001,EC182RXX06,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127349,PUR0794243,7/1/14,1 Year 4 Months
E-2020 PDU-RS-1,Eaton/Powerware,297239-001,EC495RXX03,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127349,PUR0794243,4/7/15,6 Months 24 Days
E-2020 PDU-RS-2,Eaton/Powerware,297239-001,EC495RXX04,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/10/15 9:55,,10/31/15,127349,PUR0794243,4/7/15,6 Months 24 Days
E-2020 A-UPM-1,Eaton/Powerware,9390-160,EC494CBB15,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 10:21,,10/31/15,127236,PUR0794176,4/7/15,6 Months 24 Days
E-2020 A-UPM-2,Eaton/Powerware,9390-160,EC501CBB06,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 10:21,,10/31/15,127236,PUR0794176,4/7/15,6 Months 24 Days
E-2020 A-UPM-3,Eaton/Powerware,9390-160,EC494CBB03,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 10:22,,10/31/15,127236,PUR0794176,4/7/15,6 Months 24 Days
E-2001 Liebert Npower 100kVA UPS-1,Emerson/Liebert,37SA100CCC6BF73,1359953,Evanston,Leverone Hall,G364A,,UPS 3 Phase and Batteries,NUIT-CI-SO,7/10/15 9:55,,1/29/16,Q02223748,PUR0795575,1/30/15,1 year
E-2001 Liebert Npower 100kVA UPS-2,Emerson/Liebert,37SA100CCC6BF73,1359954,Evanston,Leverone Hall,G364A,,UPS 3 Phase and Batteries,NUIT-CI-SO,7/10/15 9:55,,1/29/16,Q02223748,PUR0795575,1/30/15,1 year
E-2020 B-UPM-1,Eaton/Powerware,9390-160,EC494CBB13,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/8/16 11:49,,10/31/15,127236,PUR0794176,4/7/15,6 Months 24 Days
E-2020 B-UPM-2,Eaton/Powerware,9390-160,EA076CBA03,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/8/16 11:47,,10/31/15,127236,PUR0794176,5/2/14,1 Year 5 Months 30 Days
E-2020 B-UPM-3,Eaton/Powerware,9390-160,EC164CBA02,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/8/16 11:48,,10/31/15,127236,PUR0794176,7/1/14,1 Year 4 Months
E-2020 B-UPM-4,Eaton/Powerware,9390-160,EE262CBB03,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/8/16 11:48,,,,,,
E-2020 B-UPM-5,Eaton/Powerware,9390-160,EG294CBC09,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 11:42,,,,,,
LG87 300kVA UPS,Emerson/Liebert,U39SA300CCCD087,D08E5B00001,Evanston,Technological Institute,LG87,,UPS 3 Phase and Batteries,NUIT-CI-SO,3/22/17 12:02,,6/25/16,Q02292619,PUR0839532,6/26/15,1 Year
E-2020 PDU-RS-3,Eaton/Powerware,297239-001,EE502SXX01,Evanston,2020 RIDGE AV,172,,PDU,NUIT-CI-SO,7/10/15 13:44,,10/31/15,127349,PUR0794243,11/1/14,1 Year
E-2020 PDU-STS-1,LayerZero Power Systems,ePODs TYPE X,10579-1,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/21/15 10:58,PUR0838257,,,,,
E-2020 PDU-DC-4,LayerZero Power Systems,ePODs TYPE X,10587-1,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/21/15 10:58,PUR0848315,,,,,
E-2020 PDU-RS-4,Eaton/Powerware,297239-001,EE511SXX01,Evanston,2020 RIDGE AV,172,,PDU,NUIT-CI-SO,7/10/15 13:45,,10/31/15,127349,PUR0794243,11/1/14,1 Year
E-2020 A-UPM-5,,9390-160,EJ287CBC15 ,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,10/11/19 16:05,PUR0863700,,,,,
C-710 NIT 1.5MW Generator,Cummins,C1500D6RG,J120398717,Chicago,Abbott Hall,Parking Lot,,Generator,NUIT-CI-SO,2/19/16 14:23,PUR0944864,,,,,
C-710 Chloride 250kVA UPS-A,Emerson/Liebert/Chloride,EP9040025044P,B242065,Chicago,Abbott Hall,B04,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 9:28,,,,,,
C-710 Chloride 250kVA UPS-B,Emerson/Liebert/Chloride,EP9040025044P,B242066,Chicago,Abbott Hall,B04,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 9:29,,,,,,
E-2020 UTIL-SWBD-1,Eaton/Cutler Hammer,MAGNUM DS SWITCHGEAR,MCG0003858-001,Evanston,2020 RIDGE AV,193,,Main Switchgear,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 DC-MBC,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,RN333045-10B,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 DC-MDP,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-005,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 DC-SWBD-1,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-004,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 GEN-BYPASS-SWBD,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-013,Evanston,2020 RIDGE AV,193,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 GEN-SWBD-1,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-002,Evanston,2020 RIDGE AV,193,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 HDP-1,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-007,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 HDP-2,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-008,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 HDP-3,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-010,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 HDP-4,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-009,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 HVAC-SWBD-1,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-003,Evanston,2020 RIDGE AV,193,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 RS-MBC,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,RN333045-10A,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 RS-MDP,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-016,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 RS-SWBD-1,Eaton/Cutler Hammer,POW-R-LINE SWITCHBOARD,MCG0003858-015,Evanston,2020 RIDGE AV,184,,Switchboard,NUIT-CI-SO,11/4/13 11:01,,,,,,
E-2020 1.5MW Generator,Cummins,C1500D6RG,I0800208776,Evanston,2020 RIDGE AV,Dock 6,,Generator,NUIT-CI-SO,6/18/19 16:07,,8/31/15,13733-7,PUR0858307,5/11/15,4 Months
E-2020 PDR-W30,Eaton/Powerware,253045-001,EE495RXX02,Evanston,2020 RIDGE AV,172,,PDR,NUIT-CI-SO,7/10/15 13:42,,10/31/15,127363,PUR0794280,11/1/14,1 Year
E-2020 PDR-W52,Eaton/Powerware,253045-001,EE495RXX01,Evanston,2020 RIDGE AV,172,,PDR,NUIT-CI-SO,7/10/15 13:43,,10/31/15,127363,PUR0794280,11/1/14,1 Year
C-710 Chloride 225kVA UPS-Rental,Emerson/Liebert/Chloride,90N225225AS44N,B310235,Chicago,Abbott Hall,B04,,UPS 3 Phase and Batteries,NUIT-CI-SO,2/9/16 9:29,,,,,,
E-2020 STS-1,LayerZero Power Systems,Series 70 eSTS,10578-1,Evanston,2020 RIDGE AV,184,,Static Transfer Switch,NUIT-CI-SO,7/21/15 10:58,PUR0838257,,,,,
E-2020 PDU-DC-3,LayerZero Power Systems,ePODs TYPE X,10586-1,Evanston,2020 RIDGE AV,184,,PDU,NUIT-CI-SO,7/21/15 10:58,PUR0848315,,,,,
C-710 NX 400kVA UPS-A,,38SN400A0AVA525,D15H4R0001,Chicago,Abbott Hall,B04,,UPS 3 Phase and Batteries,NUIT-CI-SO,12/14/15 16:10,PUR0883118,,,,,
C-710 NX 400kVA UPS-B,,38SN400A0AVA525,D15H4R0002,Chicago,Abbott Hall,B04,,UPS 3 Phase and Batteries,NUIT-CI-SO,12/14/15 16:13,PUR0883118,,,,,
E-2020 A-UPM-4,,9390-160,EJ287CBC14,Evanston,2020 RIDGE AV,184,,UPS 3 Phase and Batteries,NUIT-CI-SO,10/11/19 16:05,PUR0863700,,,,,
E-2020 D-UPM-1,Liebert,46SAA750ABAE671,D16G4H0004,Evanston,2020 RIDGE AV,185,,UPS 3 Phase and Batteries,NUIT-CI-SO,8/26/16 17:11,PUR1011801,,,,,
C-710 AB-1-4-ATS-3 IT,ASCO,,779392-001 WE,Chicago,Abbott Hall,110,,Auto Transfer Switch,NUIT-CI-SO,2/9/17 16:27,,,,,,
C-710 AB-1-4-ATS-2 IT,,2000 Transfer Control System,12038,Chicago,Abbott Hall,Dock Area,,Auto Transfer Switch,NUIT-CI-SO,2/14/17 13:43,,,,,,
E-2020 C-UPM-1,Liebert,46SAA750ABAE671,D16G4H0003,Evanston,2020 RIDGE AV,185,,UPS 3 Phase and Batteries,NUIT-CI-SO,8/26/16 17:12,PUR1011801,,,,,
E-2020 1.5MW Generator,Cummins,C1500D6RG,B160926045,Evanston,2020 RIDGE AV,Dock 6,,Generator,NUIT-CI-SO-ServiceOperations,6/18/19 16:06,,,,,,
