IP	Name	Module_num	Model	Serial	Software	firmware	memory	HW	Last Seen	Module ip	
10.100.22.98	333sup-11096-11a-esw-1	3	WS-C3850-48P-L	FOC2225L1A8	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.96	333sup-08096-08a-esw-1	5	WS-C3850-48P-L	FOC2225L1CJ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.83	2211campus-6280-esw-1	3	WS-C3850-48P-L	FOC2035U0LK	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.58	mcgaw-m-408-esw-2	2	WS-C3850-48P-L	FCW2039D00L	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.83	2211campus-6280-esw-1	0	3850-stack	FOC2033U2EB	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	0	3850-stack	FCW2035C0F4	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.57	mcgaw-b-sl1rm-esw-1	5	WS-C3850-48P-L	FOC2038U1QL	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.94	333sup-05096-05a-esw-1	3	WS-C3850-12X48U-L	FOC2145U0MK	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.57	mcgaw-b-sl1rm-esw-1	4	WS-C3850-48P-L	FCW2038C1AZ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.57	mcgaw-b-sl1rm-esw-1	3	WS-C3850-48P-L	FCW2038C1VU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.57	mcgaw-b-sl1rm-esw-1	2	WS-C3850-48P-L	FCW2038D1CF	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.57	mcgaw-b-sl1rm-esw-1	1	WS-C3850-48P-L	FCW2039C00K	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.57	mcgaw-b-sl1rm-esw-1	0	3850-stack	FCW2038C1AZ	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.82	2211campus-6306-esw-1	5	WS-C3850-48P-L	FOC2044X0XL	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.180	evdc-rtr-2	14	N7K-F248XP-25E	JAF1705BLAD	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
10.100.24.59	625mich-11-esw-1	3	WS-C3850-48P-L	FOC2219U1A1	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.50	ward-3-esw-1	5	WS-C3850-48P-L	FCW1931C1NH	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.50	ward-3-esw-1	6	WS-C3850-48P-L	FCW1938D1EF	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	0	3850-stack	FCW1931D1JF	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	1	WS-C3850-48P-L	FCW1939D0V8	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	2	WS-C3850-48P-L	FCW1931D1JF	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	3	WS-C3850-48P-L	FOC1931X0EB	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	4	WS-C3850-48P-L	FCW1939C0UN	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	5	WS-C3850-48P-L	FCW1931D1CP	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
199.249.169.180	evdc-rtr-2	13	N7K-F248XP-25E	JAF1706ADPQ	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
199.249.169.180	evdc-rtr-2	12	N7K-F248XP-25E	JAF1706ADPE	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
199.249.169.180	evdc-rtr-2	11	N7K-F248XP-25E	JAF1650AJDH	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
10.100.22.93	333sup-04096-04a-esw-1	4	WS-C3850-48P-L	FOC2219U1CL	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.89	2211campus-6280-esw-2	5	WS-C3850-48P-L	FCW2033D1VK	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	8	N7K-M148GS-11L	JAF1625AGHC	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	9	N7K-M148GS-11L	JAF1524BBRP	6.2(20a)	6.2(20a)	0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.180	evdc-rtr-2	10	N7K-SUP2E	JAF1704BDDC	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
199.249.169.180	evdc-rtr-2	0	N7K-C7018	TBM17020798			0	V01	4/27/20 1:00	0.0.0.0	
10.100.22.94	333sup-05096-05a-esw-1	7	WS-C3850-48P-L	FOC2225L01X	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	7	N7K-M148GS-11L	JAF1625AGLS	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	6	N7K-SUP2E	JAE19150EWU	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.89	333sup-si703-sia-esw-1	3	WS-C3850-48P-L	FOC2225L1D7	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	5	N7K-SUP2E	JAE1916053N	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.89	333sup-si703-sia-esw-1	0	3850-stack	FOC2222X0H3	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	4	N7K-F248XP-25E	JAF1648AKBQ	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	3	N7K-F248XP-25E	JAF1846AGDP	6.2(20a)	6.2(20a)	0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	1	N7K-M108X2-12L	JAF1624BHQG	6.2(20a)	6.2(20a)	0	V04	4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	6	WS-C3850-48P-L	FCW2038C1BU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.87	2211campus-6414-esw-2	0	3850-stack	FCW2038D1CD	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.82	2211campus-6306-esw-1	4	WS-C3850-48P-L	FCW2044C0HX	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.229	2255campus-1101-01a-esw-1	0	3850-stack	FOC2220U0AK	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	0	N7K-C7010	JAF1621BJQA			0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.104	willard-602a-06a-esw-1	0	WS-C3850-48P-L	FOC2119U1PR	Denali 16.3.8		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.82	2211campus-6306-esw-1	6	WS-C3850-48P-L	FOC2044X0XQ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.43	1838chi-b-esw-1	0	3750-stack	0x17	15.0(2)SE2		0		4/27/20 1:00	0.0.0.0	
10.100.22.90	333sup-bi704-0ia-esw-1	3	WS-C3850-48P-L	FOC2225L04Z	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	1	N7K-M108X2-12L	JAF1625ADSR	6.2(20a)	6.2(20a)	0	V04	4/27/20 1:00	0.0.0.0	
10.100.24.61	625mich-15-esw-1	0	3850-stack	FOC2039U00K	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
199.249.169.188	lev-rtr-10-crown	0	N7K-C7010	TBM16265753			0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	6	N7K-SUP2E	JAE1903071L	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	7	N7K-M148GS-11L	JAF1625AGHT	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.95	333sup-07096-07a-esw-1	4	WS-C3850-48P-L	FOC2225X0KJ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.56	ward-8-esw-3	2	WS-C3850-48P-L	FOC1939X0VT	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	0	N7K-C7010	JAF1549DBFF			0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.56	ward-8-esw-3	0	3850-stack	FOC2001U1DM	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.79	2211campus-l416-esw-1	9	WS-C3850-48P-L	FOC2022U0VX	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.14.79	2211campus-l416-esw-1	0	3850-stack	FOC2035U0LL	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	8	WS-C3850-48P-L	FCW2038D1CH	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.95	333sup-07096-07a-esw-1	5	WS-C3850-48P-L	FOC2225L1EH	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	6	WS-C3850-48P-L	FCW2038D1CV	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	7	WS-C3850-48P-L	FCW2038F1N9	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.32	680lsd-14-151-esw-1	5	WS-C3850-48P-L	FOC2001X1H6	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	5	WS-C3850-48P-L	FOC2038U1Z2	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.93	560lcln-b19-esw-1	2	WS-C3850-48P-L	FCW2038F1NL	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	4	WS-C3850-48P-L	FCW2035C0K4	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.74	lakefront-callbox5-esw-1	0	CiscoIE20004TSGB	FDO2012U0BQ	15.2(3)E3		0		4/27/20 1:00	0.0.0.0	
10.100.10.64	626univ-b34-esw-1	0	3850-stack	FCW2022F101	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.4.39	jones-4-esw-1	2	WS-C3850-48P-L	FOC2001U1FM	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.4.39	jones-4-esw-1	1	WS-C3850-48P-L	FOC2001X1K2	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.4.37	fisk-b-esw-11	5	WS-C3850-48P-L	FOC2001X147	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.4.60	kresge-4341-esw-1	8	WS-C3850-48P-L	FOC2008X077	Denali 16.3.7		0	V06	4/27/20 1:00	0.0.0.0	
10.100.4.60	kresge-4341-esw-1	6	WS-C3850-48P-L	FOC2008U073	Denali 16.3.7		0	V06	4/27/20 1:00	0.0.0.0	
10.100.4.59	kresge-1332-esw-1	6	WS-C3850-48P-L	FCW1938D1K7	Denali 16.3.7		0	V06	4/27/20 1:00	0.0.0.0	
10.100.24.23	303ewacker-16-esw-1	1	WS-C3850-48P-L	FCW1938D1YS	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.24.23	303ewacker-16-esw-1	0	3850-stack	FOC2001X1HB	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.55	searle-4-580-esw-2	7	WS-C3850-48P-L	FOC2002X01D	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.14.93	560lcln-b19-esw-1	3	WS-C3850-48P-L	FOC2119U1QC	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.89	2211campus-6280-esw-2	3	WS-C3850-48P-L	FCW2035D0GX	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.32	680lsd-14-151-esw-1	7	WS-C3850-48P-L	FOC2038U1DN	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.66	160grand-6-619-esw-1	0	WS-C3850-48P-L	FOC2241X0BD	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.61	625mich-15-esw-1	4	WS-C3850-48P-L	FOC2001X1MT	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
199.249.169.173	lurie-rtr-4	0	N7K-C7010	JAF1624BBRJ			0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.168	tech-rtr-5	2	N7K-M108X2-12L	JAF1626AGSL	6.2(20a)	6.2(20a)	0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.55	searle-4-580-esw-2	6	WS-C3850-48P-L	FOC2001X1MS	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.95	333sup-07096-07a-esw-1	6	WS-C3850-48P-L	FOC2222U09T	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.95	333sup-07096-07a-esw-1	0	3850-stack	FOC2222U09T	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.24.61	625mich-15-esw-1	3	WS-C3850-48P-L	FOC2001U1DL	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.55	searle-4-580-esw-2	5	WS-C3850-48P-L	FCW2001C1DB	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.55	searle-4-580-esw-2	1	WS-C3850-48P-L	FOC2002U01T	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.52	wieb-139-esw-1	4	WS-C3850-48P-L	FCW1938C1UT	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.52	wieb-139-esw-1	3	WS-C3850-48P-L	FCW1938C03L	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.52	wieb-139-esw-1	2	WS-C3850-48P-L	FCW1933D1CB	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.52	wieb-139-esw-1	1	WS-C3850-48P-L	FOC1733X07J	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.119	mudd-3250-esw-1	7	WS-C3850-48P-L	FCW2225D0P9	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.227	2255campus-4285-04a-esw-1	0	3850-stack	FOC2220U08V	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.230	2255campus-1219-01b-esw-1	0	3850-stack	FOC1931X1CR	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.52	wieb-139-esw-1	0	3850-stack	FCW1933D1CB	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.84	2211campus-l090a-esw-2	1	WS-C3850-48P-L	FCW2035C0K1	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.84	2211campus-l090a-esw-2	3	WS-C3850-48P-L	FCW2035D0EU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.83	2211campus-6280-esw-1	5	WS-C3850-12X48U-L	FOC2044U0Z5	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.14.84	2211campus-l090a-esw-2	2	WS-C3850-48P-L	FCW2033D1VH	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.84	2211campus-l090a-esw-2	4	WS-C3850-48P-L	FOC2035X0H5	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.84	2211campus-l090a-esw-2	0	3850-stack	FCW2033D1VH	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.24.33	680lsd-1100-esw-1	1	WS-C3850-48P-L	FCW2038D19E	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	7	WS-C3850-48P-L	FOC1926X165	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.51	ward-7-esw-1	6	WS-C3850-48P-L	FCW1931C0K2	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.96	333sup-08096-08a-esw-1	6	WS-C3850-48P-L	FOC2223L1E8	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.50	ward-3-esw-1	4	WS-C3850-48P-L	FCW1939D0UA	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
199.249.169.152	44montgmry-18-rtr-1	0	Cisco4431	FJC2022D1EF	16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.50	ward-3-esw-1	3	WS-C3850-48P-L	FOC1931X1HX	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.97	333sup-10096-10a-esw-1	4	WS-C3850-48P-L	FOC2225L1DC	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.50	ward-3-esw-1	2	WS-C3850-48P-L	FOC1935U1D2	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.48	ward-5-esw-4	0	3850-stack	FCW2106C0R9	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.76	2211campus-l284-esw-1	8	WS-C3850-12X48U-L	FCW2117D16L	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.97	333sup-10096-10a-esw-1	5	WS-C3850-48P-L	FOC2224L2VZ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.76	2211campus-l284-esw-1	0	3850-stack	FCW2035D0H8	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.73	lakefront-callbox4-esw-1	0	CiscoIE20004TSGB	FDO2007T083	15.2(3)E3		0		4/27/20 1:00	0.0.0.0	
10.100.14.70	lakefront-callbox1-esw-1	0	CiscoIE20004TSGB	FDO1710T0DJ	15.0(1)EY		0		4/27/20 1:00	0.0.0.0	
10.100.10.82	crown-g228-esw-2	4	WS-C3850-48P-L	FOC1816X082	Denali 16.3.8		0	V03	4/27/20 1:00	0.0.0.0	
199.249.169.173	lurie-rtr-4	5	N7K-SUP2E	JAE1916051C	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
10.100.14.82	2211campus-6306-esw-1	8	WS-C3850-48P-L	FCW2044D0V8	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.90	640clfx-1-esw-1	0	WS-C3850-48P-L	FCW2050C076	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.89	2211campus-6280-esw-2	7	WS-C3850-48P-L	FOC2035X0GY	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	3	WS-C3850-48P-L	FCW2035D0G9	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	4	WS-C3850-48P-L	FOC2038U118	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.82	crown-g228-esw-2	3	WS-C3850-48P-L	FCW1903C0NL	Denali 16.3.8		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.82	crown-g228-esw-2	1	WS-C3850-48P-L	FOC1939X0V6	Denali 16.3.8		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.82	crown-g228-esw-2	2	WS-C3850-48P-L	FCW1903C0LD	Denali 16.3.8		0	V05	4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	7	WS-C3850-48P-L	FCW2035C0F4	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	2	WS-C3850-48P-L	FCW2039C00Q	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.82	crown-g228-esw-2	0	3850-stack	FOC1816X082	Denali 16.3.8		0		4/27/20 1:00	0.0.0.0	
10.100.24.61	625mich-15-esw-1	2	WS-C3850-48P-L	FOC2001U1D9	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.81	crown-g228-esw-1	8	WS-C3850-48P-L	FOC1931U1NU	Denali 16.3.8		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.81	crown-g228-esw-1	7	WS-C3850-48P-L	FCW1931D1EY	Denali 16.3.8		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.80	crown-g593-esw-1	2	WS-C3850-48P-L	FCW1939C0UM	Denali 16.3.8		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.81	crown-g228-esw-1	0	3850-stack	FCW1937D0BU	Denali 16.3.8		0		4/27/20 1:00	0.0.0.0	
10.100.10.80	crown-g593-esw-1	1	WS-C3850-48P-L	FOC1928U0HU	Denali 16.3.8		0	V05	4/27/20 1:00	0.0.0.0	
199.249.169.179	evdc-rtr-1	14	N7K-F248XP-25E	JAF1705BEND	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
199.249.169.179	evdc-rtr-1	13	N7K-F248XP-25E	JAF1705ABDG	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
199.249.169.179	evdc-rtr-1	11	N7K-F248XP-25E	JAF1706ADSL	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
10.100.22.95	333sup-07096-07a-esw-1	7	WS-C3850-12X48U-L	FCW2224D0VP	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.155	lev-rtr-4	3	WS-X6704-10GE	SAL1027TY65	15.1(2)SY12	12.2(14r)S5	0	2.4	4/27/20 1:00	0.0.0.0	
199.249.169.155	lev-rtr-4	2	WS-X6704-10GE	SAL11402VWD	15.1(2)SY12	12.2(14r)S5	0	2.6	4/27/20 1:00	0.0.0.0	
199.249.169.155	lev-rtr-4	1	WS-X6704-10GE	SAL1429N5PU	15.1(2)SY12	12.2(14r)S5	0	3.2	4/27/20 1:00	0.0.0.0	
10.100.22.93	333sup-04096-04a-esw-1	3	WS-C3850-48P-L	FOC2225L051	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
165.124.133.137	321erie-7ne-esw-1	1	WS-C3750X-24P	FDO1519R17G	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.92	333sup-03096-03a-esw-1	0	3850-stack	FCW2220C03Z	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.113	1918shdn-idf-esw-1	2	WS-C3850-48P-L	FCW1915C0R2	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.24.63	abbt-mdf-esw-1	4	WS-C3850-48P-L	FCW1832C15J	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.14.85	2211campus-6106-esw-1	5	WS-C3850-48P-L	FOC2038X1DR	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.86	2211campus-6306-esw-2	0	3850-stack	FCW2035D0H2	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.87	2211campus-6414-esw-2	1	WS-C3850-48P-L	FOC2038U1LN	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.63	abbt-mdf-esw-1	3	WS-C3850-48P-L	FCW1838C18D	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.24.63	abbt-mdf-esw-1	2	WS-C3850-48P-L	FOC1833U062	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.24.63	abbt-mdf-esw-1	1	WS-C3850-48P-L	FOC1824X03T	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.24.63	abbt-mdf-esw-1	0	3850-stack	FOC1824X03T	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.132	deering-303-esw-1	0	WS-C3850-48P-L	FOC1803XHAA	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.123	600fstr-idf-esw-1	6	WS-C3850-48P-L	FOC2219U140	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.41	676stclr-12-esw-2	2	WS-C3850-48P-L	FOC1733U09P	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.24.41	676stclr-12-esw-2	1	WS-C3850-48P-L	FOC1733X07H	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.24.41	676stclr-12-esw-2	0	3850-stack	FOC1743X0MY	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.133	deering-309-esw-1	0	WS-C3750X-24P	FDO1525V071	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.93	333sup-04096-04a-esw-1	5	WS-C3850-48P-L	FCW2220C03X	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
165.124.132.159	750nlsd-7west-esw-2	4	WS-C3750X-48P	FDO1527K1RD	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
165.124.132.159	750nlsd-7west-esw-2	3	WS-C3750X-48P	FDO1528K0DW	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
165.124.132.159	750nlsd-7west-esw-2	2	WS-C3750X-48P	FDO1537V0AD	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
165.124.132.159	750nlsd-7west-esw-2	1	WS-C3750X-48P	FDO1645P0L2	15.0(2)SE8		0	V04	4/27/20 1:00	0.0.0.0	
165.124.132.159	750nlsd-7west-esw-2	0	3750-stack	FDO1527K1RD	15.0(2)SE8		0		4/27/20 1:00	0.0.0.0	
10.100.22.92	333sup-03096-03a-esw-1	4	WS-C3850-48P-L	FOC2220U096	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.127	deering-idf-esw-1	3	WS-C3750X-48P	FDO1536P0MB	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.14.86	2211campus-6306-esw-2	5	WS-C3850-48P-L	FCW2035F0E0	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.127	deering-idf-esw-1	2	WS-C3750X-48P	FDO1712H2L5	15.0(2)SE8		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.33	750nlsd-12-190-esw-1	6	WS-C3850-48P-L	FOC1903U0M5	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.14.87	2211campus-6414-esw-2	3	WS-C3850-48P-L	FCW2038D1CD	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.107	mainlib-3694-esw-1	7	WS-C3850-48P-L	FCW1832C1BP	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.33	750nlsd-12-190-esw-1	5	WS-C3850-48P-L	FCW1903C00P	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
